107, 68, 60 
105, 66, 58 
112, 74, 68 
113, 75, 69 
101, 63, 61 
80, 45, 42 
118, 82, 83 
140, 106, 106 
139, 107, 107 
131, 100, 97 
138, 104, 102 
126, 92, 87 
106, 68, 62 
107, 65, 58 
113, 68, 61 
107, 63, 57 
123, 77, 78 
130, 86, 86 
111, 70, 67 
117, 77, 70 
122, 83, 74 
137, 98, 85 
114, 78, 61 
122, 86, 67 
123, 86, 66 
112, 75, 55 
97, 56, 41 
119, 78, 63 
86, 42, 32 
106, 62, 52 
115, 67, 62 
77, 33, 27 
129, 86, 78 
128, 88, 79 
126, 84, 74 
112, 70, 60 
124, 82, 72 
121, 79, 69 
108, 64, 52 
106, 63, 49 
108, 63, 49 
101, 56, 40 
103, 57, 40 
118, 72, 53 
103, 55, 37 
129, 82, 61 
126, 79, 58 
86, 40, 21 
81, 34, 23 
126, 79, 70 
128, 81, 72 
125, 78, 69 
118, 73, 66 
129, 84, 77 
91, 49, 42 
105, 63, 56 
142, 101, 96 
120, 79, 74 
123, 83, 82 
114, 74, 73 
115, 77, 75 
122, 84, 82 
101, 62, 62 
112, 72, 71 
112, 72, 65 
131, 88, 80 
139, 96, 86 
97, 53, 43 
111, 65, 54 
115, 70, 56 
116, 69, 56 
127, 80, 65 
139, 93, 76 
136, 90, 73 
135, 90, 73 
131, 89, 71 
122, 80, 62 
109, 69, 50 
78, 41, 21 
118, 82, 63 
135, 98, 88 
153, 119, 110 
61, 25, 16 
59, 23, 14 
122, 83, 75 
92, 54, 44 
124, 85, 76 
132, 92, 81 
97, 60, 46 
102, 65, 51 
101, 66, 51 
93, 58, 45 
80, 47, 36 
93, 59, 52 
110, 78, 72 
134, 105, 100 
119, 95, 89 
40, 24, 16 
157, 146, 140 
204, 201, 196 
198, 200, 195 
185, 191, 187 
146, 155, 150 
170, 175, 169 
178, 177, 172 
85, 77, 69 
67, 48, 41 
103, 75, 71 
104, 72, 66 
129, 89, 86 
108, 67, 62 
83, 43, 38 
129, 90, 84 
104, 67, 60 
90, 52, 46 
115, 77, 71 
95, 54, 51 
94, 53, 50 
118, 74, 72 
118, 74, 72 
113, 69, 67 
85, 41, 39 
105, 64, 61 
138, 97, 94 
130, 89, 84 
82, 42, 37 
130, 91, 83 
137, 96, 91 
88, 42, 41 
112, 63, 65 
103, 57, 56 
130, 85, 81 
121, 79, 72 
137, 94, 84 
132, 89, 79 
87, 46, 33 
116, 70, 59 
126, 80, 69 
124, 78, 67 
124, 80, 68 
121, 76, 69 
103, 63, 54 
91, 51, 44 
117, 79, 69 
149, 106, 96 
108, 67, 54 
118, 77, 64 
119, 78, 65 
117, 73, 61 
66, 23, 11 
143, 99, 87 
85, 42, 30 
116, 74, 64 
106, 63, 53 
102, 62, 53 
121, 82, 73 
103, 64, 56 
100, 62, 54 
85, 47, 41 
116, 77, 69 
115, 76, 68 
102, 64, 54 
97, 59, 49 
101, 63, 53 
92, 56, 47 
89, 53, 44 
102, 65, 58 
97, 60, 53 
69, 33, 26 
129, 93, 86 
106, 68, 62 
104, 66, 60 
117, 78, 70 
94, 56, 48 
85, 45, 38 
97, 59, 53 
79, 45, 43 
121, 91, 87 
115, 80, 73 
104, 69, 56 
104, 68, 49 
90, 53, 33 
97, 56, 41 
112, 70, 60 
131, 90, 85 
123, 81, 82 
79, 38, 43 
109, 68, 73 
98, 55, 61 
94, 52, 53 
144, 98, 99 
131, 86, 82 
132, 87, 83 
123, 78, 72 
125, 80, 74 
118, 73, 67 
137, 94, 86 
139, 96, 88 
122, 80, 70 
104, 61, 51 
139, 99, 88 
138, 98, 87 
139, 99, 88 
150, 110, 99 
88, 48, 39 
106, 67, 58 
141, 101, 92 
147, 107, 98 
173, 130, 120 
165, 122, 113 
157, 117, 109 
139, 99, 90 
98, 60, 54 
90, 52, 46 
106, 68, 64 
96, 59, 55 
137, 99, 97 
105, 67, 65 
138, 98, 97 
125, 85, 84 
135, 95, 94 
77, 37, 36 
111, 70, 67 
128, 90, 86 
141, 111, 108 
100, 75, 70 
98, 70, 66 
110, 84, 76 
112, 84, 77 
97, 68, 59 
93, 64, 53 
103, 74, 63 
129, 96, 86 
112, 79, 69 
41, 9, 0 
51, 19, 9 
94, 65, 54 
69, 40, 29 
90, 60, 51 
118, 89, 80 
92, 57, 54 
96, 63, 60 
123, 91, 85 
115, 87, 80 
112, 88, 82 
120, 102, 94 
73, 63, 56 
112, 110, 103 
141, 143, 137 
154, 159, 153 
147, 149, 144 
144, 146, 140 
154, 146, 143 
170, 159, 153 
124, 105, 101 
119, 98, 94 
114, 90, 89 
94, 68, 68 
74, 44, 41 
104, 72, 66 
110, 71, 62 
93, 52, 39 
95, 50, 36 
110, 65, 49 
125, 80, 64 
96, 54, 37 
111, 68, 54 
109, 68, 53 
118, 80, 64 
105, 67, 51 
123, 85, 69 
95, 57, 41 
71, 32, 21 
40, 0, 0 
102, 58, 48 
119, 76, 66 
115, 68, 57 
122, 75, 64 
121, 72, 62 
134, 84, 74 
67, 20, 9 
43, 0, 0 
73, 27, 18 
135, 92, 82 
120, 77, 69 
82, 45, 35 
108, 70, 60 
87, 50, 40 
62, 25, 13 
42, 5, 0 
102, 64, 54 
125, 87, 77 
96, 58, 50 
96, 58, 50 
120, 81, 73 
120, 81, 73 
105, 64, 57 
135, 95, 86 
120, 75, 68 
143, 99, 87 
147, 99, 86 
124, 78, 61 
145, 96, 80 
138, 91, 70 
127, 77, 55 
132, 82, 60 
122, 75, 54 
122, 76, 59 
153, 106, 91 
81, 38, 24 
119, 75, 63 
125, 84, 71 
140, 101, 86 
129, 90, 75 
88, 52, 35 
141, 105, 88 
113, 76, 62 
142, 104, 90 
122, 84, 74 
97, 60, 48 
113, 71, 61 
123, 82, 69 
95, 54, 41 
97, 56, 43 
133, 90, 80 
128, 85, 75 
126, 83, 73 
116, 73, 63 
116, 73, 63 
141, 98, 88 
104, 63, 50 
143, 101, 88 
133, 94, 79 
98, 60, 44 
117, 81, 64 
118, 82, 65 
118, 81, 69 
144, 106, 94 
102, 65, 53 
134, 96, 84 
119, 82, 70 
132, 94, 82 
126, 89, 77 
131, 93, 81 
118, 81, 69 
104, 67, 55 
68, 31, 21 
152, 114, 104 
115, 77, 67 
99, 61, 51 
78, 41, 31 
72, 35, 25 
123, 88, 75 
80, 43, 31 
127, 87, 77 
111, 69, 59 
101, 55, 48 
111, 66, 59 
82, 38, 31 
40, 0, 0 
97, 59, 49 
112, 75, 65 
58, 25, 14 
42, 6, 0 
79, 40, 29 
72, 29, 19 
94, 47, 36 
146, 98, 85 
162, 117, 103 
105, 63, 46 
75, 32, 18 
89, 46, 32 
122, 76, 65 
157, 111, 100 
113, 67, 56 
154, 108, 97 
130, 84, 73 
119, 73, 62 
112, 66, 55 
109, 62, 51 
91, 44, 31 
51, 4, 0 
153, 106, 91 
89, 44, 28 
51, 8, 0 
106, 65, 52 
171, 127, 121 
147, 102, 95 
155, 111, 99 
129, 88, 73 
115, 73, 66 
